Frame ID,ArUCo ID,ArUCo 2D,ArUCo 3D (dist yaw pitch roll)
686,0,"[[513.0, 265.0], [525.0, 264.0], [526.0, 277.0], [514.0, 278.0]]","[3.5495286545315587, -6.416802281079747, -18.361160917147608, -174.47845079661266]"
687,11,"[[368.0, 557.0], [381.0, 549.0], [401.0, 551.0], [389.0, 559.0]]","[1.9739089197135147, -17.21632225175922, -62.04094185598052, 104.47026987315081]"
687,0,"[[501.0, 259.0], [513.0, 258.0], [514.0, 271.0], [502.0, 272.0]]","[3.5513852078294446, -6.6210453022264035, -18.931989791852374, -173.90082965152254]"
688,11,"[[348.0, 561.0], [361.0, 553.0], [382.0, 555.0], [368.0, 564.0]]","[1.9424814564628239, -18.14414100054541, -60.982390944260324, 105.97638393892548]"
688,0,"[[484.0, 255.0], [498.0, 254.0], [499.0, 267.0], [486.0, 268.0]]","[3.382575548444368, -3.359939426188288, 10.01285664744578, -157.04223209626264]"
689,11,"[[335.0, 593.0], [349.0, 583.0], [371.0, 585.0], [357.0, 595.0]]","[1.8419215137499902, -41.615977371075935, 36.08342259728693, -133.5080888603832]"
689,0,"[[467.0, 265.0], [480.0, 263.0], [482.0, 277.0], [468.0, 279.0]]","[3.2497980452136406, -7.0284110418125065, 17.687851433626793, 176.29965049862764]"
690,11,"[[330.0, 597.0], [346.0, 586.0], [367.0, 587.0], [352.0, 599.0]]","[1.7974998430608664, -23.510045576532278, -58.7539211946938, 106.19352727025448]"
690,0,"[[458.0, 260.0], [472.0, 258.0], [473.0, 272.0], [460.0, 274.0]]","[3.2516178887260803, -9.95030329413353, -14.900910106390047, -165.7516830543654]"
691,0,"[[446.0, 253.0], [460.0, 251.0], [462.0, 265.0], [448.0, 267.0]]","[3.268783218827652, -7.981765033230278, 2.4637377450155036, -178.59580563994825]"
692,11,"[[312.0, 605.0], [327.0, 593.0], [350.0, 594.0], [335.0, 606.0]]","[1.7497074371226695, -43.24135047308028, 32.214774557028186, -131.54075472177266]"
692,0,"[[440.0, 255.0], [453.0, 253.0], [455.0, 267.0], [442.0, 269.0]]","[3.2757331123567073, -6.6239306485067635, 21.34213980974399, -176.125307528938]"
693,11,"[[306.0, 624.0], [323.0, 612.0], [347.0, 614.0], [331.0, 626.0]]","[1.6486943506439693, -19.03301395889804, -62.925993099446465, 103.72257647962694]"
693,0,"[[443.0, 264.0], [456.0, 262.0], [459.0, 277.0], [444.0, 279.0]]","[3.0551780308936056, -6.37495276926232, 20.856799265170405, -176.99386925853315]"
694,11,"[[322.0, 605.0], [339.0, 593.0], [364.0, 595.0], [346.0, 608.0]]","[1.5989999293867339, -21.113947315625044, -59.72639280197277, 105.79337902845643]"
694,0,"[[467.0, 238.0], [481.0, 236.0], [483.0, 250.0], [468.0, 252.0]]","[3.1461714789093977, -7.143081470291423, 7.427192105949233, 168.68352017637358]"
695,11,"[[304.0, 599.0], [322.0, 586.0], [346.0, 589.0], [329.0, 602.0]]","[1.6057171212939627, -24.22737288272343, -60.10206635622079, 110.08044889323524]"
696,11,"[[305.0, 616.0], [324.0, 602.0], [349.0, 605.0], [331.0, 619.0]]","[1.5379604092071977, -23.573921050047456, -59.758951485038935, 108.52020006253078]"
696,0,"[[465.0, 228.0], [480.0, 226.0], [482.0, 241.0], [467.0, 243.0]]","[3.0637762473062846, -7.457985845937274, 2.13140109956292, -178.49744163373123]"
697,11,"[[307.0, 621.0], [327.0, 607.0], [353.0, 611.0], [333.0, 626.0]]","[1.4831186306136575, -22.115676814143963, -57.995015505543606, 108.803721940072]"
697,0,"[[473.0, 227.0], [489.0, 225.0], [490.0, 241.0], [475.0, 242.0]]","[2.9712911113656957, -5.033482660194478, 3.9740465729526884, -165.46437740470444]"
698,11,"[[296.0, 649.0], [316.0, 634.0], [344.0, 638.0], [325.0, 653.0]]","[1.4284000899272429, -19.732749592176862, -62.63625532479908, 106.52736757623927]"
698,0,"[[470.0, 238.0], [486.0, 237.0], [487.0, 252.0], [471.0, 254.0]]","[2.8672002614404923, -5.975939764639537, -4.176027411734963, -156.96865321455496]"
699,11,"[[299.0, 666.0], [320.0, 650.0], [348.0, 655.0], [329.0, 671.0]]","[1.4071940440864594, -19.980014656553028, -62.10904133509649, 107.64896771478125]"
699,0,"[[481.0, 247.0], [497.0, 245.0], [499.0, 261.0], [483.0, 262.0]]","[2.856042751777372, -4.411230682012789, 9.841201271489775, -158.22530619363158]"
700,11,"[[296.0, 665.0], [319.0, 649.0], [347.0, 655.0], [323.0, 672.0]]","[1.3695069782938176, -18.783550429632534, -56.13598162958406, 106.06612676562742]"
700,0,"[[488.0, 237.0], [504.0, 235.0], [506.0, 251.0], [490.0, 252.0]]","[2.8593971427657965, -4.259305154268275, 10.40227499584075, -157.42633415693115]"
701,11,"[[266.0, 701.0], [290.0, 683.0], [320.0, 689.0], [297.0, 708.0]]","[1.3183303019452506, -19.03722183180212, -61.02190328099796, 106.97551431405414]"
701,0,"[[475.0, 249.0], [491.0, 248.0], [493.0, 264.0], [476.0, 265.0]]","[2.7768631420458068, -4.042317163313361, -4.782821835710571, 169.81480311255228]"
702,0,"[[481.0, 248.0], [498.0, 245.0], [500.0, 262.0], [484.0, 264.0]]","[2.7648790716627163, -8.017547428195783, 5.732488539049983, -167.8661060552658]"
703,0,"[[478.0, 264.0], [495.0, 263.0], [497.0, 280.0], [480.0, 281.0]]","[2.630987374664557, -4.485570108347975, -12.016838258322036, 171.45060051135397]"
704,0,"[[502.0, 258.0], [520.0, 256.0], [521.0, 273.0], [504.0, 274.0]]","[2.631562616546605, -4.52929348946658, 4.9907746327709015, -155.12324583463536]"
705,0,"[[507.0, 250.0], [525.0, 248.0], [527.0, 266.0], [509.0, 268.0]]","[2.5554619601784756, -6.30129495116332, 1.6300569846478548, -178.29501981813843]"
706,0,"[[510.0, 247.0], [528.0, 245.0], [529.0, 264.0], [511.0, 265.0]]","[2.489098571091241, -3.0237220363830732, 18.344738269513876, 179.7500468324491]"
707,0,"[[511.0, 249.0], [529.0, 248.0], [530.0, 266.0], [512.0, 268.0]]","[2.4882023445725676, -5.861288205019872, -10.030309876464251, -168.30731531667658]"
708,0,"[[514.0, 252.0], [533.0, 251.0], [534.0, 269.0], [515.0, 270.0]]","[2.435292795219342, -2.8173498311526664, 3.239669047011999, 166.64701270977585]"
709,0,"[[514.0, 263.0], [533.0, 262.0], [534.0, 280.0], [515.0, 282.0]]","[2.41972857611896, -4.734415628575195, -0.9644910971255171, -161.03757117418286]"
710,4,"[[793.0, 154.0], [803.0, 150.0], [802.0, 185.0], [792.0, 188.0]]","[1.4537591373291043, 127.19993405540853, 83.17618916606094, -52.854586524458426]"
710,0,"[[488.0, 240.0], [507.0, 239.0], [508.0, 259.0], [489.0, 260.0]]","[2.3189649524089044, -4.773384875073289, -14.861000634549505, -173.32439109125124]"
711,0,"[[476.0, 252.0], [495.0, 250.0], [497.0, 269.0], [477.0, 271.0]]","[2.347511447418888, -5.28387804561596, 7.233236872691096, 170.23449087567735]"
712,4,"[[773.0, 157.0], [785.0, 152.0], [785.0, 189.0], [774.0, 192.0]]","[1.3797378301676684, 106.02732777999263, 85.10287843527922, -71.80406129182104]"
712,0,"[[458.0, 249.0], [478.0, 248.0], [479.0, 268.0], [459.0, 270.0]]","[2.240860322561811, -5.691626304746687, -12.795260774352798, -167.4260893232368]"
713,4,"[[775.0, 144.0], [787.0, 140.0], [788.0, 179.0], [776.0, 182.0]]","[1.2989783913081028, 105.59037602325606, 83.21619197502079, -70.92913319672695]"
713,0,"[[451.0, 248.0], [472.0, 246.0], [473.0, 267.0], [453.0, 269.0]]","[2.1852855983654402, -6.990130450364464, -12.392978015280343, -166.67775405814092]"
714,0,"[[451.0, 240.0], [473.0, 238.0], [474.0, 258.0], [453.0, 261.0]]","[2.121173292729508, -7.465599114128023, -6.2417033973272105, -153.3951774338019]"
715,0,"[[465.0, 220.0], [487.0, 218.0], [488.0, 240.0], [466.0, 241.0]]","[2.0958622197439767, -3.1752084605250204, 6.814557662069644, 172.86153123467193]"
716,0,"[[491.0, 212.0], [514.0, 210.0], [515.0, 234.0], [492.0, 235.0]]","[1.975097616275915, -1.8165366942355612, 14.915199507456173, -177.79158599815707]"
717,4,"[[915.0, 84.0], [935.0, 75.0], [935.0, 126.0], [913.0, 132.0]]","[1.0945278705414314, 122.46613080741045, 82.12666383433735, -55.30287879322032]"
717,0,"[[499.0, 209.0], [523.0, 207.0], [524.0, 231.0], [500.0, 232.0]]","[1.9301315016142717, -2.679531120085942, 7.831884858018585, 174.09469324830027]"
718,0,"[[501.0, 231.0], [525.0, 230.0], [526.0, 254.0], [502.0, 255.0]]","[1.9298544495663135, -2.319167031728155, 1.6539391949763085, -178.29507848288014]"
719,0,"[[495.0, 224.0], [521.0, 223.0], [522.0, 248.0], [496.0, 250.0]]","[1.777929339664014, -3.594675543280788, -0.9424003998357786, -160.08308274101935]"
720,0,"[[495.0, 224.0], [521.0, 223.0], [522.0, 248.0], [496.0, 250.0]]","[1.777929339664014, -3.594675543280788, -0.9424003998357786, -160.08308274101935]"
721,0,"[[493.0, 224.0], [520.0, 222.0], [521.0, 248.0], [495.0, 250.0]]","[1.7409967595567715, -4.497278793368811, -0.2695957530375086, -159.62297345315423]"
722,0,"[[492.0, 240.0], [519.0, 238.0], [521.0, 265.0], [494.0, 267.0]]","[1.7098413041385205, -4.173972456981573, 1.6935310838810098, -178.245895638078]"
723,0,"[[526.0, 232.0], [553.0, 230.0], [555.0, 258.0], [527.0, 260.0]]","[1.6562508844412087, -2.567259064390193, 16.043942618766053, -178.3737698191674]"
724,0,"[[532.0, 232.0], [561.0, 230.0], [563.0, 259.0], [534.0, 261.0]]","[1.5968928232314166, -3.9136446176799247, 1.5553620107118438, -178.6048625397036]"
725,0,"[[540.0, 230.0], [570.0, 228.0], [572.0, 257.0], [542.0, 259.0]]","[1.550031929944483, -3.482052872570409, 4.3083516163925735, 171.39137406747668]"
726,0,"[[555.0, 230.0], [586.0, 228.0], [587.0, 259.0], [556.0, 261.0]]","[1.4931205251049988, -2.004821814621773, 15.909746877013683, 178.54924604206693]"
727,0,"[[544.0, 232.0], [577.0, 229.0], [579.0, 261.0], [546.0, 263.0]]","[1.4100427431623692, -3.678280848685713, 7.867287562785491, 168.78458436730625]"
728,0,"[[508.0, 241.0], [541.0, 240.0], [543.0, 272.0], [509.0, 274.0]]","[1.3808869247103115, -2.3439175821350844, 2.7813268595023763, 170.97755795916183]"
729,0,"[[482.0, 233.0], [517.0, 231.0], [519.0, 265.0], [484.0, 267.0]]","[1.3213142362154455, -3.14954380863331, 2.166622343539891, 171.9635122770512]"
730,0,"[[454.0, 247.0], [490.0, 244.0], [492.0, 279.0], [456.0, 282.0]]","[1.2736416314452734, -4.194925307953197, 6.857290892913236, 170.0627016095781]"
731,0,"[[450.0, 254.0], [486.0, 251.0], [489.0, 287.0], [453.0, 290.0]]","[1.2781648742997014, -4.648302912185647, 2.246039235960815, -178.34074030585631]"
732,0,"[[454.0, 254.0], [492.0, 252.0], [495.0, 289.0], [457.0, 292.0]]","[1.2091731492183309, -4.099049916479414, -3.6296407652884506, 174.78639926130995]"
733,0,"[[432.0, 253.0], [471.0, 251.0], [474.0, 289.0], [435.0, 292.0]]","[1.1798752520896914, -4.075144142117731, -4.487212000150323, 175.3071735758653]"
734,0,"[[445.0, 242.0], [485.0, 239.0], [488.0, 278.0], [448.0, 281.0]]","[1.153114607530214, -4.301856857308246, 0.8089265689787818, 172.49606007784564]"
735,0,"[[453.0, 240.0], [494.0, 238.0], [497.0, 280.0], [455.0, 282.0]]","[1.0987505530225368, -3.5214804356747407, -7.436619217233059, -179.0365915531815]"
736,0,"[[453.0, 240.0], [494.0, 238.0], [497.0, 280.0], [455.0, 282.0]]","[1.0987505530225368, -3.5214804356747407, -7.436619217233059, -179.0365915531815]"
737,0,"[[426.0, 246.0], [471.0, 243.0], [473.0, 286.0], [429.0, 289.0]]","[1.035627465206201, -4.197596459395457, -2.804021296814758, -159.09080018187552]"
738,0,"[[391.0, 216.0], [436.0, 214.0], [440.0, 258.0], [394.0, 261.0]]","[1.0178520245506426, -4.003128128409621, -6.513147338718333, 173.9217140773128]"
739,0,"[[360.0, 230.0], [407.0, 228.0], [408.0, 274.0], [361.0, 276.0]]","[0.9850293785163996, -2.1519574252039226, 2.9186800640725146, 172.8443382712172]"
740,0,"[[299.0, 228.0], [350.0, 224.0], [355.0, 272.0], [304.0, 277.0]]","[0.9255852277489555, -5.932997774749727, -7.142726084199618, 170.743935171749]"
741,0,"[[287.0, 203.0], [340.0, 199.0], [345.0, 251.0], [292.0, 255.0]]","[0.8967390340230312, -5.400394797689854, -6.751853991735765, 179.8167495879018]"
742,0,"[[275.0, 194.0], [330.0, 191.0], [335.0, 244.0], [280.0, 248.0]]","[0.8691647085854299, -5.254182366295879, -10.24309197784571, 177.915138136579]"
743,0,"[[270.0, 194.0], [328.0, 191.0], [331.0, 247.0], [274.0, 251.0]]","[0.825799754551657, -6.12203972426913, -16.551283718699846, -160.3151103783934]"
744,0,"[[265.0, 220.0], [323.0, 216.0], [330.0, 273.0], [272.0, 278.0]]","[0.8112828089028804, -6.9550298984726115, -18.805459182547597, -179.59316081187902]"
745,0,"[[228.0, 206.0], [291.0, 203.0], [295.0, 262.0], [233.0, 265.0]]","[0.7788633245694292, -4.351362315678059, -11.528326542669614, -156.70714557436446]"
746,0,"[[192.0, 195.0], [256.0, 193.0], [262.0, 255.0], [196.0, 258.0]]","[0.7604205569693615, -4.471274915976507, -14.862842918850987, 178.12441908156399]"
747,0,"[[167.0, 190.0], [234.0, 188.0], [239.0, 253.0], [171.0, 255.0]]","[0.7427693243071977, -3.64423733760594, -11.539236524696694, -178.30252803252077]"
748,0,"[[140.0, 188.0], [212.0, 187.0], [217.0, 255.0], [146.0, 257.0]]","[0.7097534536355832, -2.7489355327823275, -9.917249125170926, -165.33080969058346]"
749,0,"[[139.0, 182.0], [212.0, 180.0], [218.0, 247.0], [146.0, 250.0]]","[0.7043194502414956, -4.196510968383416, -13.385218460556322, -157.0339117588302]"
750,0,"[[61.0, 158.0], [143.0, 157.0], [147.0, 231.0], [67.0, 233.0]]","[0.6650544237940845, -5.859244929396145, -25.01896076417345, -156.81300120748588]"
758,7,"[[711.0, 269.0], [708.0, 217.0], [762.0, 211.0], [764.0, 263.0]]","[0.9084649290418934, -97.77829625043243, 16.4145593702589, 173.84237357580434]"
759,7,"[[692.0, 266.0], [689.0, 215.0], [742.0, 209.0], [745.0, 261.0]]","[0.9182751036098903, -92.25768874283267, -3.198822531234795, 156.10032337227278]"
760,7,"[[619.0, 243.0], [619.0, 193.0], [672.0, 188.0], [672.0, 240.0]]","[0.8891040133878876, -87.92771688495506, -8.975149710068186, 157.99768889423078]"
761,7,"[[572.0, 270.0], [570.0, 220.0], [621.0, 215.0], [622.0, 266.0]]","[0.9418857267518028, -94.0514705807422, 7.34380041159724, 172.39646947186228]"
762,7,"[[512.0, 271.0], [509.0, 222.0], [558.0, 217.0], [562.0, 267.0]]","[0.9283503542598328, -93.64532194124003, -2.11221272891703, 168.04340392968584]"
763,7,"[[396.0, 253.0], [392.0, 203.0], [442.0, 199.0], [445.0, 249.0]]","[0.9266545019412725, -93.36765392136066, 15.055216625873392, -169.28234433265982]"
764,7,"[[349.0, 267.0], [346.0, 216.0], [396.0, 213.0], [399.0, 263.0]]","[0.918464378543957, -92.13408321634283, 13.781738662451284, -163.7675030593381]"
765,7,"[[320.0, 276.0], [315.0, 225.0], [367.0, 221.0], [371.0, 271.0]]","[0.9092210333924075, -92.90426588139513, 17.469832245134523, -168.25667560233538]"
766,7,"[[319.0, 279.0], [313.0, 227.0], [365.0, 223.0], [369.0, 274.0]]","[0.9051598668746041, -94.19005790279074, 10.096708894998356, -162.55410771356037]"
767,7,"[[333.0, 280.0], [328.0, 227.0], [380.0, 223.0], [385.0, 275.0]]","[0.8869490585647573, -94.5992592701644, 8.012783750145514, -164.26516122669392]"
768,7,"[[361.0, 281.0], [356.0, 228.0], [410.0, 224.0], [415.0, 277.0]]","[0.8612611821059204, -95.56015024516651, -3.894127772572099, -173.25510121807315]"
769,7,"[[398.0, 279.0], [392.0, 225.0], [446.0, 220.0], [451.0, 274.0]]","[0.8573420164518769, -95.53046446419901, 8.421298675487659, 175.12510820666876]"
770,7,"[[452.0, 284.0], [448.0, 228.0], [503.0, 224.0], [507.0, 280.0]]","[0.8267685137156475, -94.18261090398228, 6.290743171083444, -172.05377103584692]"
771,7,"[[472.0, 262.0], [469.0, 204.0], [526.0, 200.0], [529.0, 258.0]]","[0.8090550359619155, -93.62549928250056, 6.6444179960171095, 174.33579394723026]"
772,7,"[[501.0, 274.0], [498.0, 213.0], [556.0, 209.0], [559.0, 270.0]]","[0.762367010346347, -93.45131804374323, 9.159443167737354, -167.32493563651192]"
773,7,"[[509.0, 279.0], [506.0, 216.0], [566.0, 213.0], [569.0, 275.0]]","[0.7437724277480181, -93.28051061092488, 7.123438732707305, -169.2221065512203]"
774,7,"[[516.0, 279.0], [513.0, 215.0], [575.0, 211.0], [578.0, 274.0]]","[0.7301547376251639, -93.67062290967107, 10.708995283996526, -172.7043492368774]"
775,7,"[[529.0, 260.0], [528.0, 188.0], [593.0, 186.0], [592.0, 257.0]]","[0.6553624023994132, -91.0767800128071, 11.492852966354043, -160.19352852699382]"
776,7,"[[548.0, 284.0], [544.0, 215.0], [610.0, 210.0], [613.0, 278.0]]","[0.6790391733615797, -94.17607068149772, 10.312295307149634, -170.16527335467154]"
777,7,"[[546.0, 258.0], [543.0, 188.0], [611.0, 182.0], [614.0, 252.0]]","[0.6664339878481144, -94.33361075894969, 14.412840559277036, -173.33442386199653]"
778,7,"[[533.0, 262.0], [528.0, 185.0], [599.0, 179.0], [603.0, 255.0]]","[0.6119917213947009, -94.53797766879009, 10.77636610469312, -164.77258206660989]"
779,7,"[[540.0, 266.0], [535.0, 187.0], [608.0, 182.0], [612.0, 258.0]]","[0.6031439851877847, -94.5387656472297, 10.44795323183267, -166.7577175811044]"
780,7,"[[568.0, 284.0], [563.0, 201.0], [640.0, 196.0], [642.0, 278.0]]","[0.5682125544657869, -93.66894913930332, 8.998345662171607, -165.18242157329368]"
781,7,"[[639.0, 319.0], [636.0, 229.0], [719.0, 223.0], [721.0, 311.0]]","[0.5289398524738622, -93.81850695587475, 9.608687251292704, -168.7800785391883]"
782,7,"[[638.0, 325.0], [637.0, 232.0], [722.0, 229.0], [722.0, 319.0]]","[0.5151270253359145, -92.22077879562228, 8.443885503447977, -168.16630486402462]"
783,7,"[[644.0, 334.0], [642.0, 240.0], [728.0, 235.0], [728.0, 327.0]]","[0.5062599753672073, -92.7793236709739, 9.256001717341402, -167.14141981197363]"
784,7,"[[641.0, 327.0], [640.0, 232.0], [725.0, 227.0], [726.0, 320.0]]","[0.5016218340291759, -92.7553164164892, 9.131062692741178, -166.02270638666408]"
785,7,"[[640.0, 316.0], [640.0, 217.0], [726.0, 213.0], [726.0, 309.0]]","[0.48493910483331576, -92.2448608475005, 9.657839503269592, -163.51944557126862]"
786,7,"[[671.0, 314.0], [669.0, 213.0], [759.0, 208.0], [758.0, 306.0]]","[0.4787697595094047, -92.92869425778261, 10.061022905683332, -165.51573558207286]"
787,7,"[[688.0, 297.0], [688.0, 195.0], [779.0, 190.0], [777.0, 290.0]]","[0.4760950891127815, -92.61951265464089, 11.183132890159547, -166.4819322312502]"
788,7,"[[710.0, 290.0], [710.0, 182.0], [805.0, 177.0], [802.0, 282.0]]","[0.45581735281305213, -92.76814454561067, 11.526047672756329, -165.87034075138226]"
789,7,"[[683.0, 302.0], [682.0, 192.0], [778.0, 186.0], [777.0, 292.0]]","[0.4440965993726511, -93.28158418253658, 11.545717799579712, -165.03657178928637]"
790,7,"[[668.0, 333.0], [669.0, 219.0], [767.0, 215.0], [763.0, 325.0]]","[0.4243368373376131, -91.5466095081077, 10.636257615233562, -162.28478350588415]"
791,7,"[[687.0, 335.0], [690.0, 218.0], [789.0, 214.0], [785.0, 326.0]]","[0.4167671547708706, -91.52858582303571, 11.208895616853413, -162.64529718090878]"
792,7,"[[715.0, 335.0], [717.0, 214.0], [819.0, 210.0], [815.0, 326.0]]","[0.40719465509280717, -91.83195385430028, 10.182448119411292, -163.05466310884134]"
793,7,"[[719.0, 331.0], [722.0, 210.0], [825.0, 206.0], [820.0, 323.0]]","[0.4064710295745264, -91.55834245734918, 10.628264616560035, -163.6864231104996]"
794,7,"[[738.0, 332.0], [740.0, 206.0], [848.0, 201.0], [843.0, 323.0]]","[0.39300820816682525, -92.07089764638624, 10.502351414520838, -164.52922734954637]"
795,7,"[[738.0, 332.0], [741.0, 205.0], [848.0, 201.0], [843.0, 323.0]]","[0.39151782993107154, -91.79187888589585, 10.324201770734481, -163.7806715559805]"
796,7,"[[755.0, 338.0], [758.0, 207.0], [871.0, 202.0], [865.0, 328.0]]","[0.3810983089528751, -92.08977971746205, 10.90625687861269, -165.63691985285556]"
797,7,"[[787.0, 323.0], [793.0, 182.0], [915.0, 178.0], [905.0, 314.0]]","[0.3605284522386301, -91.5776575570147, 11.681389460543006, -166.43944569609246]"
835,8,"[[540.0, 23.0], [638.0, 18.0], [628.0, 128.0], [528.0, 127.0]]","[0.4547066306009455, 7.745010228521445, 28.24846590264465, -175.94531032280858]"
836,8,"[[491.0, 19.0], [591.0, 13.0], [582.0, 123.0], [483.0, 124.0]]","[0.45062707654147, 6.0602084602219, 25.500834887904215, -176.58266150470348]"
837,8,"[[400.0, 22.0], [495.0, 18.0], [490.0, 125.0], [396.0, 126.0]]","[0.4647337672874251, 5.451215525411477, 22.303484160726235, -173.09337557579613]"
838,8,"[[294.0, 43.0], [387.0, 43.0], [382.0, 150.0], [289.0, 146.0]]","[0.46733916539575554, 6.385024146590688, 18.59255658465813, -172.358607508658]"
839,8,"[[269.0, 31.0], [363.0, 31.0], [359.0, 138.0], [266.0, 135.0]]","[0.47050811916046253, 5.878204775705157, 17.122759941195373, -171.6199242299745]"
840,8,"[[261.0, 29.0], [355.0, 28.0], [353.0, 135.0], [258.0, 133.0]]","[0.4710146294292416, 4.870205992840146, 15.863529666292282, -172.50248884059732]"
841,8,"[[246.0, 27.0], [343.0, 29.0], [338.0, 139.0], [243.0, 135.0]]","[0.45838098009532907, 6.579812405307387, 16.563918815136372, -170.78392165140093]"
855,1,"[[416.0, 89.0], [430.0, 89.0], [430.0, 103.0], [416.0, 103.0]]","[3.4081935462799566, 0.2715504960095644, 1.6427419735585282, -178.75257436096837]"
936,9,"[[405.0, 19.0], [461.0, 16.0], [468.0, 78.0], [412.0, 81.0]]","[0.8065793033724076, -10.203007683418583, -19.828401730451297, -168.57098756364593]"
937,9,"[[388.0, 53.0], [447.0, 51.0], [453.0, 112.0], [393.0, 115.0]]","[0.7916045787409295, -6.0106216567113755, -11.525575353922184, -174.10496549272176]"
938,9,"[[393.0, 30.0], [455.0, 29.0], [458.0, 92.0], [397.0, 93.0]]","[0.7807303587066008, -3.5397158782980096, -7.286008446067677, -173.90605014162992]"
939,9,"[[404.0, 20.0], [468.0, 19.0], [471.0, 84.0], [408.0, 85.0]]","[0.7573740585676229, -3.3688296711303307, -6.616740879046842, -174.56258775856708]"
940,9,"[[387.0, 52.0], [451.0, 51.0], [456.0, 118.0], [393.0, 121.0]]","[0.7220909774371326, -7.399793776803448, -17.874276235188145, -169.71826153314893]"
941,9,"[[379.0, 65.0], [444.0, 64.0], [448.0, 131.0], [384.0, 134.0]]","[0.720225366536015, -6.331991819780077, -15.387900799169405, -168.42724288952832]"
942,9,"[[368.0, 91.0], [435.0, 89.0], [439.0, 156.0], [374.0, 160.0]]","[0.711206255533333, -5.843246604027107, -11.898537805635934, -168.75346527998454]"
943,9,"[[377.0, 97.0], [446.0, 94.0], [451.0, 163.0], [384.0, 167.0]]","[0.6892196399988407, -5.757874654710426, -10.423417865849402, -172.95392386339935]"
944,9,"[[396.0, 60.0], [468.0, 58.0], [474.0, 131.0], [404.0, 135.0]]","[0.6529320930254614, -6.661999620035037, -14.012192118461353, -173.7328380461111]"
945,9,"[[410.0, 82.0], [484.0, 79.0], [488.0, 158.0], [414.0, 162.0]]","[0.6112026666607232, -7.1162714730629455, -16.446681391762915, -164.8934690685097]"
946,9,"[[402.0, 125.0], [478.0, 125.0], [481.0, 205.0], [405.0, 206.0]]","[0.5906384575253236, -4.174566293944408, -17.497295065546606, -172.49036772889437]"
947,9,"[[416.0, 178.0], [496.0, 177.0], [497.0, 259.0], [420.0, 261.0]]","[0.5672693445871795, -3.743532518382218, -16.238505036381245, -172.12351018561264]"
948,9,"[[434.0, 170.0], [516.0, 168.0], [519.0, 251.0], [438.0, 255.0]]","[0.5571018485551148, -3.938055879292918, -11.011254783529598, -172.186496471797]"
949,9,"[[419.0, 157.0], [504.0, 154.0], [507.0, 240.0], [424.0, 245.0]]","[0.5399203835882812, -4.963790465653226, -12.235751016653452, -168.87908583379124]"
950,9,"[[370.0, 92.0], [463.0, 88.0], [470.0, 183.0], [378.0, 191.0]]","[0.49550964446481915, -7.453147359281148, -15.206053897592154, -166.98600725318633]"
951,9,"[[332.0, 100.0], [429.0, 96.0], [436.0, 193.0], [341.0, 202.0]]","[0.48183467748534553, -7.748471800017642, -16.168380765717632, -165.17557874782352]"
952,9,"[[240.0, 68.0], [347.0, 64.0], [359.0, 168.0], [254.0, 179.0]]","[0.4552309909529417, -8.671116689024336, -17.169296659070408, -168.87971601085903]"
953,9,"[[147.0, 61.0], [266.0, 55.0], [281.0, 172.0], [167.0, 187.0]]","[0.41299590982614215, -14.332112376216918, -29.49658119184479, -159.17231319649466]"
954,9,"[[45.0, 124.0], [178.0, 115.0], [195.0, 235.0], [67.0, 255.0]]","[0.3954888413464717, -14.069274464571514, -30.484882057417362, -156.0821263172837]"
974,8,"[[406.0, 105.0], [427.0, 103.0], [428.0, 122.0], [409.0, 125.0]]","[2.3453505251864044, -8.974078419127329, -6.0334860637542524, -145.1674205068868]"
976,8,"[[354.0, 160.0], [374.0, 157.0], [376.0, 176.0], [356.0, 179.0]]","[2.315355939994896, -7.684486194232255, 4.629749154720703, 169.04051159667094]"
978,8,"[[298.0, 201.0], [319.0, 200.0], [322.0, 218.0], [302.0, 222.0]]","[2.303574273029625, -9.394164472416648, -14.145054033833043, 173.08426584454608]"
980,8,"[[222.0, 292.0], [244.0, 288.0], [246.0, 308.0], [225.0, 312.0]]","[2.1926675956175865, -13.182887780312491, -24.32059343907368, -151.46057543103353]"
981,8,"[[176.0, 336.0], [199.0, 333.0], [201.0, 353.0], [180.0, 357.0]]","[2.2406730633766823, -10.41492722136719, -22.42861550035395, -161.5778611710658]"
982,8,"[[163.0, 378.0], [187.0, 374.0], [189.0, 394.0], [167.0, 398.0]]","[2.170714865257309, -10.238225983089164, -20.598672748524343, -154.50511653093673]"
983,8,"[[137.0, 387.0], [162.0, 384.0], [165.0, 403.0], [142.0, 408.0]]","[2.1215661531804835, -9.643456774066063, -15.727753660316264, -152.3283174477004]"
984,8,"[[134.0, 375.0], [157.0, 371.0], [162.0, 392.0], [138.0, 396.0]]","[2.1612619137921723, -10.270621567651991, -24.365179957278407, 163.7034061663908]"
985,8,"[[136.0, 355.0], [159.0, 352.0], [164.0, 372.0], [142.0, 378.0]]","[2.171356976961546, -13.3088793170776, -33.74204583154491, 176.46322779408104]"
986,8,"[[131.0, 337.0], [155.0, 334.0], [159.0, 356.0], [136.0, 360.0]]","[2.1104300029241716, -10.595334599469235, -33.07428264228971, 177.59434741973243]"
987,8,"[[134.0, 369.0], [159.0, 365.0], [164.0, 385.0], [140.0, 391.0]]","[2.0602274222268084, -12.529639795592663, -23.754947955431966, 159.25976392690643]"
